,Mob dist,Thresh,Anomaly
595,1.3771404053,3.9431994502,False
596,1.3772026962,3.9431994502,False
597,1.3773248418,3.9431994502,False
598,1.377420984,3.9431994502,False
599,1.3775646437,3.9431994502,False
600,1.3776704358,3.9431994502,False
601,1.3781094975,3.9431994502,False
602,1.3786167079,3.9431994502,False
603,1.3895869171,3.9431994502,False
604,1.3925206476,3.9431994502,False
605,1.3800367134,3.9431994502,False
606,1.3876079635,3.9431994502,False
607,1.3811909296,3.9431994502,False
608,1.3887937653,3.9431994502,False
609,1.3824080208,3.9431994502,False
610,1.3829830237,3.9431994502,False
611,1.38363609,3.9431994502,False
612,1.3842490926,3.9431994502,False
613,1.3848573994,3.9431994502,False
614,1.3854984434,3.9431994502,False
615,1.3860661727,3.9431994502,False
616,1.3866430876,3.9431994502,False
617,1.3872356591,3.9431994502,False
618,1.3877519367,3.9431994502,False
619,1.3886077654,3.9431994502,False
620,1.389167888,3.9431994502,False
621,1.3897724098,3.9431994502,False
622,1.3903269281,3.9431994502,False
623,1.3909745654,3.9431994502,False
624,1.3915143403,3.9431994502,False
625,1.3920894567,3.9431994502,False
626,1.3926808493,3.9431994502,False
627,1.3932243205,3.9431994502,False
628,1.3938312839,3.9431994502,False
629,1.3944304755,3.9431994502,False
630,1.3949681991,3.9431994502,False
631,1.3955691591,3.9431994502,False
632,1.3961704744,3.9431994502,False
633,1.3967570192,3.9431994502,False
634,1.3973065902,3.9431994502,False
635,1.3979124018,3.9431994502,False
636,1.3985001491,3.9431994502,False
637,1.3990604402,3.9431994502,False
638,1.3995934033,3.9431994502,False
639,1.3996899952,3.9431994502,False
640,1.399785153,3.9431994502,False
641,1.3998901939,3.9431994502,False
642,1.4000633382,3.9431994502,False
643,1.4143716968,3.9431994502,False
644,1.4002719714,3.9431994502,False
645,1.421359603,3.9431994502,False
646,1.4261372132,3.9431994502,False
647,1.4226089431,3.9431994502,False
648,1.4187939549,3.9431994502,False
649,1.415284433,3.9431994502,False
650,1.4007873342,3.9431994502,False
651,1.3973884247,3.9431994502,False
652,1.3974036054,3.9431994502,False
653,1.3973388745,3.9431994502,False
654,1.3973498871,3.9431994502,False
655,1.3972977914,3.9431994502,False
656,1.3972425209,3.9431994502,False
657,1.3972627039,3.9431994502,False
658,1.3972259697,3.9431994502,False
659,1.3972336364,3.9431994502,False
660,1.3971703162,3.9431994502,False
661,1.3971799434,3.9431994502,False
662,1.3970764768,3.9431994502,False
663,1.3970809845,3.9431994502,False
664,1.3970881894,3.9431994502,False
665,1.3970576417,3.9431994502,False
666,1.3970450811,3.9431994502,False
667,1.396932433,3.9431994502,False
668,1.3969202265,3.9431994502,False
669,1.3968703416,3.9431994502,False
670,1.396857787,3.9431994502,False
671,1.3968860637,3.9431994502,False
672,1.3968421246,3.9431994502,False
673,1.3968135601,3.9431994502,False
674,1.396734437,3.9431994502,False
675,1.3967257789,3.9431994502,False
676,1.3966802659,3.9431994502,False
677,1.3966743903,3.9431994502,False
678,1.3966264103,3.9431994502,False
679,1.3966021505,3.9431994502,False
680,1.3966140679,3.9431994502,False
681,1.3965785627,3.9431994502,False
682,1.3965572331,3.9431994502,False
683,1.3965573583,3.9431994502,False
684,1.3964460014,3.9431994502,False
685,1.3964561853,3.9431994502,False
686,1.3963972544,3.9431994502,False
687,1.3963997157,3.9431994502,False
688,1.396347872,3.9431994502,False
689,1.3963065821,3.9431994502,False
690,1.3963054508,3.9431994502,False
691,1.3961373009,3.9431994502,False
692,1.3960715207,3.9431994502,False
693,1.3959493214,3.9431994502,False
694,1.3928136603,3.9431994502,False
695,1.3931816155,3.9431994502,False
696,1.3936908686,3.9431994502,False
697,1.3941403276,3.9431994502,False
698,1.3945666497,3.9431994502,False
699,1.3948199632,3.9431994502,False
700,1.3946868411,3.9431994502,False
701,1.3939938525,3.9431994502,False
702,1.3933087749,3.9431994502,False
703,1.3925952332,3.9431994502,False
704,1.3919526822,3.9431994502,False
705,1.3912442694,3.9431994502,False
706,1.3910780215,3.9431994502,False
707,1.3909594133,3.9431994502,False
708,1.3908735138,3.9431994502,False
709,1.3907594471,3.9431994502,False
710,1.390665403,3.9431994502,False
711,1.3906116202,3.9431994502,False
712,1.3906046424,3.9431994502,False
713,1.3905539247,3.9431994502,False
714,1.3905402418,3.9431994502,False
715,1.3904516327,3.9431994502,False
716,1.3904157618,3.9431994502,False
717,1.3903450282,3.9431994502,False
718,1.3903143701,3.9431994502,False
719,1.3903049768,3.9431994502,False
720,1.3904080119,3.9431994502,False
721,1.3907096967,3.9431994502,False
722,1.3909173139,3.9431994502,False
723,1.391120219,3.9431994502,False
724,1.3914268129,3.9431994502,False
725,1.39166423,3.9431994502,False
726,1.3919341876,3.9431994502,False
727,1.3922156467,3.9431994502,False
728,1.392433569,3.9431994502,False
729,1.3927010551,3.9431994502,False
730,1.392897821,3.9431994502,False
731,1.3931397881,3.9431994502,False
732,1.3930288619,3.9431994502,False
733,1.3926971126,3.9431994502,False
734,1.3922821864,3.9431994502,False
735,1.3919461002,3.9431994502,False
736,1.3916099202,3.9431994502,False
737,1.3912211422,3.9431994502,False
738,1.3907995196,3.9431994502,False
739,1.3904118103,3.9431994502,False
740,1.3900726536,3.9431994502,False
741,1.3897105258,3.9431994502,False
742,1.3893285604,3.9431994502,False
743,1.3889777671,3.9431994502,False
744,1.3886160891,3.9431994502,False
745,1.3881951732,3.9431994502,False
746,1.3878989197,3.9431994502,False
747,1.3875255809,3.9431994502,False
748,1.3871362784,3.9431994502,False
749,1.3868121163,3.9431994502,False
750,1.3864237044,3.9431994502,False
751,1.386108645,3.9431994502,False
752,1.3856974303,3.9431994502,False
753,1.3853444111,3.9431994502,False
754,1.3849545632,3.9431994502,False
755,1.3846054229,3.9431994502,False
756,1.384225322,3.9431994502,False
757,1.3839020606,3.9431994502,False
758,1.3835469268,3.9431994502,False
759,1.3831770695,3.9431994502,False
760,1.3827673054,3.9431994502,False
761,1.3824029899,3.9431994502,False
762,1.3820340021,3.9431994502,False
763,1.381716907,3.9431994502,False
764,1.3813604461,3.9431994502,False
765,1.3810046431,3.9431994502,False
766,1.3806590791,3.9431994502,False
767,1.3802227619,3.9431994502,False
768,1.3798746017,3.9431994502,False
769,1.3795356723,3.9431994502,False
770,1.3791516758,3.9431994502,False
771,1.378797445,3.9431994502,False
772,1.3784382791,3.9431994502,False
773,1.3781081741,3.9431994502,False
774,1.3777475207,3.9431994502,False
775,1.3773057916,3.9431994502,False
776,1.3769607029,3.9431994502,False
777,1.3766356008,3.9431994502,False
778,1.3762785954,3.9431994502,False
