,Loss_mae,Threshold,Anomaly
6361,0.1803057659020478,0.1,True
6362,0.14657574225567743,0.1,True
6363,0.13216055683865238,0.1,True
6364,0.10366385720531972,0.1,True
6365,0.08219818446338654,0.1,False
6366,0.07844952301739394,0.1,False
6367,0.07854584068604589,0.1,False
6368,0.07521781393120462,0.1,False
6369,0.0763146422808829,0.1,False
6370,0.07950393810522549,0.1,False
6371,0.05507210768188947,0.1,False
6372,0.05640039578726881,0.1,False
6373,0.05349883433250145,0.1,False
6374,0.05664794646821912,0.1,False
6375,0.05554912732013689,0.1,False
6376,0.05385737643972277,0.1,False
6377,0.0503438166011718,0.1,False
6378,0.050078976742717544,0.1,False
6379,0.0435041321544567,0.1,False
6380,0.0426461425850688,0.1,False
6381,0.03799436723940842,0.1,False
6382,0.03628612928328526,0.1,False
6383,0.03336647538541956,0.1,False
6384,0.03280329518810428,0.1,False
6385,0.03011777665159929,0.1,False
6386,0.029260301965930765,0.1,False
6387,0.028722352162558962,0.1,False
6388,0.0280862510661329,0.1,False
6389,0.02784848627121268,0.1,False
6390,0.026964899118234405,0.1,False
6391,0.027188040507983756,0.1,False
6392,0.027771454633926825,0.1,False
6393,0.030287054531347776,0.1,False
6394,0.028103713030151915,0.1,False
6395,0.02701381920015053,0.1,False
6396,0.0284791473151077,0.1,False
6397,0.028885867427185144,0.1,False
6398,0.028383026147887448,0.1,False
6399,0.02835880083310718,0.1,False
6400,0.028303166733574,0.1,False
6401,0.02740889104045183,0.1,False
6402,0.025821506311818034,0.1,False
6403,0.026471723611568982,0.1,False
6404,0.02501699015245507,0.1,False
6405,0.02504839271413549,0.1,False
6406,0.025372978612622492,0.1,False
6407,0.024570843108350556,0.1,False
6408,0.024808813598238035,0.1,False
6409,0.024527184683404032,0.1,False
6410,0.024654952210338775,0.1,False
6411,0.02497641063614848,0.1,False
6412,0.02459102597688839,0.1,False
6413,0.02359192386815059,0.1,False
6414,0.022383840835098614,0.1,False
6415,0.023101957511442263,0.1,False
