,Loss_mae,Threshold,Anomaly
6361,0.17753015101609895,0.1,True
6362,0.1459758123879404,0.1,True
6363,0.1289572163911982,0.1,True
6364,0.10319518094222098,0.1,True
6365,0.08037745021965448,0.1,False
6366,0.07670425923099793,0.1,False
6367,0.07770025334007018,0.1,False
6368,0.0735299980220732,0.1,False
6369,0.07516841051439975,0.1,False
6370,0.07812329676538612,0.1,False
6371,0.05276332759901364,0.1,False
6372,0.05497477891624015,0.1,False
6373,0.05095563718520873,0.1,False
6374,0.05391654309219612,0.1,False
6375,0.052581472085789116,0.1,False
6376,0.051066232915851606,0.1,False
6377,0.04768902698542757,0.1,False
6378,0.047437245097030505,0.1,False
6379,0.04078374681264479,0.1,False
6380,0.04005051579332108,0.1,False
6381,0.03573626250618368,0.1,False
6382,0.03439787483301017,0.1,False
6383,0.031709273539965256,0.1,False
6384,0.03127390206935355,0.1,False
6385,0.028909465764971668,0.1,False
6386,0.02904769888257671,0.1,False
6387,0.029297283247321126,0.1,False
6388,0.0286370536258187,0.1,False
6389,0.029430889048964924,0.1,False
6390,0.028947234875979503,0.1,False
6391,0.02942061134435001,0.1,False
6392,0.030157185228088423,0.1,False
6393,0.03331207363152792,0.1,False
6394,0.030910880275955233,0.1,False
6395,0.029937920136495516,0.1,False
6396,0.0313409225131743,0.1,False
6397,0.03066095140311556,0.1,False
6398,0.030221980506790983,0.1,False
6399,0.031506727964181816,0.1,False
6400,0.0313184053481033,0.1,False
6401,0.031023716910355065,0.1,False
6402,0.029182222345727243,0.1,False
6403,0.030340248146225907,0.1,False
6404,0.028373699267257534,0.1,False
6405,0.028368687448985318,0.1,False
6406,0.02928065147671196,0.1,False
6407,0.02880244531049376,0.1,False
6408,0.028368426870677196,0.1,False
6409,0.027994200523020075,0.1,False
6410,0.02817611791639413,0.1,False
6411,0.02887448616273771,0.1,False
6412,0.027650725260544955,0.1,False
6413,0.02764901980009439,0.1,False
6414,0.026299073779128396,0.1,False
6415,0.027126670618111855,0.1,False
6416,0.026828117906462653,0.1,False
6417,0.027077060172855338,0.1,False
6418,0.029353694251809358,0.1,False
6419,0.02664906009252965,0.1,False
6420,0.02748643103047473,0.1,False
6421,0.027125230375222173,0.1,False
6422,0.026221835271129732,0.1,False
6423,0.029193270700245074,0.1,False
6424,0.029575890215351584,0.1,False
6425,0.02868731836701821,0.1,False
6426,0.026624820095004182,0.1,False
6427,0.026792349775370924,0.1,False
6428,0.02830115927352086,0.1,False
6429,0.027385323416827364,0.1,False
6430,0.027887364066546152,0.1,False
6431,0.025815591953835485,0.1,False
6432,0.02719656899923681,0.1,False
6433,0.029311475296747914,0.1,False
6434,0.026654574224868437,0.1,False
6435,0.027335124973986463,0.1,False
6436,0.028149286627868687,0.1,False
6437,0.028351743822436982,0.1,False
6438,0.03139757062129767,0.1,False
6439,0.028850526887249883,0.1,False
6440,0.02979684281872436,0.1,False
6441,0.031089945547088847,0.1,False
6442,0.033131725505093204,0.1,False
6443,0.03325553208852811,0.1,False
6444,0.03356218728659191,0.1,False
6445,0.03333405580184048,0.1,False
6446,0.03718856117453266,0.1,False
6447,0.03788785071915426,0.1,False
6448,0.03664451672782689,0.1,False
6449,0.03533854044749549,0.1,False
6450,0.034627912735407704,0.1,False
6451,0.034470568715784765,0.1,False
6452,0.03627012357893356,0.1,False
6453,0.03640364630195607,0.1,False
